colorIdentity,convertedManaCost,coloredManaCost,power,toughness,rarity,types,uuid,text,releaseDate
U,2,1,1,1,common,bird,fbf463fd-f78c-5839-b51a-ce38ff83d926,flying,4/1/2000
U,7,1,6,6,rare,rabbit beast,939d4945-9058-5215-a375-5319d21d4593,,4/1/2000
R,1,1,1,1,common,goblin,196d0ddd-c008-551a-93f0-15c0709e74f4,,4/1/2000
R,4,1,3,3,common,ogre warrior,94bdce70-50e8-50f6-b5d7-cdd2ccabaddf,,4/1/2000
R,7,1,6,6,rare,orgg,1ea7809d-6a9d-51e8-b449-e9f594988a6d,,4/1/2000
G,5,1,4,4,common,boar,d69e182a-f32e-5cc4-b8d6-e3a5cc87f744,,4/1/2000
G,2,1,1,1,uncommon,faerie,777a1545-bf79-54de-afdf-3eb1989add36,flying,4/1/2000
G,1,1,1,1,common,elf,0efb2019-75d8-5878-94e6-ca4ddbb22c3e,,4/1/2000
W,5,1,3,3,uncommon,angel,2d14152b-d311-556b-b084-3b69d32ea5b0,flying vigilance,7/1/1999
W,7,2,5,5,rare,angel,9d2ae3f5-4b44-5277-9bf2-6418427529ab,flying vigilance,7/1/1999
W,5,1,2,5,uncommon,human soldier,856db9ca-7bdb-58d6-acaf-b4d78ab8ebeb,vigilance,7/1/1999
W,3,1,1,4,common,human soldier,d9efa1a7-0506-538a-8b77-cc6aec493a13,,7/1/1999
W,1,1,1,2,common,elf soldier,d72f5af2-ab04-5375-ae95-d60b7b2008a2,,7/1/1999
W,1,1,1,1,common,human soldier,26bf1ac7-afe0-5b33-a0ad-9dc7be16beff,,7/1/1999
W,4,1,2,4,common,human soldier,692239f0-9123-5de3-a7e1-e7f2ad6657f4,,7/1/1999
W,2,1,2,2,common,human knight,e3fffda5-e7b7-5b3c-a5a9-222615c8a051,,7/1/1999
W,2,1,1,1,common,bird,dca24993-2308-5913-a419-e653e78beb09,flying,7/1/1999
W,2,2,2,2,uncommon,human knight,9c419f63-08b9-5e3b-a845-88263f2b15df,vigilance,7/1/1999
W,3,1,2,2,common,griffin,0572e95d-c98b-5123-ba8c-39d9a93ab423,flying,7/1/1999
U,5,2,4,4,uncommon,elemental,8d5bc956-4645-52f7-88fe-f1b2e3756159,flying,7/1/1999
U,2,1,2,1,common,fish,7115372d-0c1c-5533-8482-aeffb01dce92,,7/1/1999
U,4,1,3,3,common,octopus,c9570c5d-278b-559f-9903-b02bd98a6ec3,,7/1/1999
U,1,1,1,1,common,merfolk,7df1bbaf-e1b7-5d1d-a4fd-79ca0bc8dcce,,7/1/1999
U,2,1,1,1,common,bird,02efbe35-72df-5d22-96c0-f5d9fd3798ba,flying,7/1/1999
U,4,1,3,2,common,drake,f694b99a-811c-5c98-aa95-b84d8ee83870,flying,7/1/1999
U,2,1,1,2,common,bird,8d15a5cc-0a31-5612-b70c-2d21cb51723e,flying,7/1/1999
U,7,1,6,6,rare,rabbit beast,8c9f1948-d066-5002-91d7-754631d1e9d3,,7/1/1999
U,5,2,5,4,uncommon,elemental,032888c6-06ec-5b37-99e6-aa0f72e850f4,,7/1/1999
U,3,1,2,2,common,drake,21827928-114b-51c2-adb3-645d249425de,flying,7/1/1999
B,2,1,1,1,common,imp,16ce9074-8f40-5124-8986-30e424446ad3,flying,7/1/1999
B,3,1,2,2,common,zombie,0fa13731-b750-59b1-aa05-0ea2a3609728,swampwalk,7/1/1999
B,4,1,3,3,uncommon,wraith,9d6392f2-6396-511c-89d5-ba0a733e341d,swampwalk,7/1/1999
B,2,1,2,1,common,scorpion,8a2d921f-8b03-5a5f-9f4d-c34a31c98728,,7/1/1999
B,3,1,2,1,common,nightstalker,9fdf0687-5b32-5c3e-ba7e-1c3a00843ba4,flying,7/1/1999
B,1,1,1,1,common,rat,3de97015-f451-58fb-9b14-835d863a3598,,7/1/1999
B,3,1,2,2,common,zombie,774dcd40-70ab-5d7d-a36a-89f8c7c97260,,7/1/1999
R,5,2,4,5,uncommon,elemental,d26f16c6-98e2-5c6d-a146-e2527f8e3a07,,7/1/1999
R,5,2,5,4,uncommon,elemental,688a37f5-04bf-53d8-92da-15db25ae824d,,7/1/1999
R,3,1,3,2,common,goblin,61b6c508-47df-54de-bac3-65716acd05e0,,7/1/1999
R,3,1,2,2,common,goblin warrior,8573df00-6916-5b3e-aed5-3aad3d76b06f,haste,7/1/1999
R,3,1,2,2,rare,goblin,de213a8c-c261-5180-a312-2444cd519b7f,,7/1/1999
R,1,1,1,1,common,goblin scout,15451413-27c7-5e62-a47c-bb7293ee7a99,mountainwalk,7/1/1999
R,1,1,1,1,common,goblin,070365f6-a5fe-55ed-bc35-568e231a3b69,,7/1/1999
R,4,1,3,3,common,ogre warrior,a0881ae2-7925-510c-9dc6-3e79e48852d7,,7/1/1999
R,1,1,1,1,common,goblin berserker,27d3705b-67dc-577b-bb95-13297359f143,haste,7/1/1999
R,7,1,6,6,rare,orgg,7a77cf7e-a359-59d3-961e-a05025507848,,7/1/1999
R,6,2,4,4,rare,dragon,2767b1bf-3d9d-53cc-82b0-c2fcf4313319,flying haste,7/1/1999
G,6,1,6,4,common,wurm,a7e5dff0-98ec-531d-96ca-88c74c4867b7,,7/1/1999
G,4,1,3,3,uncommon,hippo,666bedcf-7d60-5e56-ac5a-a1e2caa70d43,islandwalk,7/1/1999
G,5,1,4,4,common,boar,095c118b-7d2a-5ce6-8119-3e5b13c2162b,,7/1/1999
G,3,1,3,2,common,ape warrior,d184dacc-dc3f-5e8c-b550-e12596358ecb,,7/1/1999
G,2,1,2,2,common,bear,3c75c6e3-021c-5acb-9f91-231520303deb,,7/1/1999
G,2,1,2,1,uncommon,cat,7cfe4ed9-7a6a-5c0c-984f-e1580557928a,forestwalk,7/1/1999
G,2,1,1,1,uncommon,faerie,b32cbe41-28b3-5d87-a2b4-6090ca61ccdc,flying,7/1/1999
G,4,1,3,3,common,elf archer,7a196ee1-4ce5-559d-8a95-120186f83228,reach,7/1/1999
G,1,1,1,2,common,elf scout,349576f2-f599-5cb1-a3f0-69f7d3709191,,7/1/1999
G,5,2,5,5,uncommon,ape,bd535dc9-3926-51a8-b8d5-70f586d2949c,,7/1/1999
G,4,1,3,4,common,elephant,2fd5743a-bad6-5cab-b534-c90f0c989769,,7/1/1999
G,7,1,8,5,uncommon,wurm,4126b854-06c8-506e-a48e-3d93ec2222f9,,7/1/1999
G,4,1,3,3,uncommon,ox,45f41b9e-951c-5d65-910e-8a1e08c10ebe,swampwalk,7/1/1999
G,1,1,1,1,common,elf,f13b2578-46a5-514e-b5d9-57c68fba7fc4,,7/1/1999
B,2,1,2,1,common,elemental warrior,ec96ffa4-97be-54bd-97fd-8bdd15809c56,wither,5/2/2008
R,2,1,1,2,common,goblin warrior,4807f2a2-8951-533a-b969-38e41ae0487c,firststrike wither,5/2/2008
G,2,2,1,3,common,spider,184a57bb-c023-5246-ac65-16da7d27dacf,reach wither,5/2/2008
G,4,1,3,3,common,elf warrior,f896817b-0eac-5388-b6cd-33687e6ccf65,wither,5/2/2008
U;W,3,9,4,4,uncommon,elemental,4998dc75-46de-515c-96cf-3baede060256,flash defender flying,5/2/2008
U;W,1,3,1,1,common,kithkin soldier,0edb9ef4-2009-57d2-9230-336d923cfca9,flash,5/2/2008
B;U,5,3,3,3,common,merfolk soldier,9d517048-6d92-51b7-b2ed-a45649d06303,persist,5/2/2008
B;U,1,3,2,1,common,faerie soldier,617521c1-23ac-5173-8f72-b3194ba226a1,defender flying wither,5/2/2008
B;U,3,9,3,2,uncommon,faerie soldier,514cea50-1266-58b3-bf28-74fc13ee7256,flying,5/2/2008
G;R,3,9,3,3,uncommon,goblin warrior,1db97a52-161e-5922-bd27-2310ab3f4cee,haste wither,5/2/2008
G;R,7,9,7,6,common,giant warrior,cf6b6b6b-fc13-5101-b022-340c5c9640ca,,5/2/2008
G;R,5,3,5,2,common,goblin warrior,f4234411-6d9c-5825-984d-7725f7cfb5d1,trample persist,5/2/2008
G;R,1,3,1,1,common,goblin warrior,4efd28b7-c005-5000-95e4-27082b1f3b7a,wither,5/2/2008
G;W,5,6,3,6,common,treefolk warrior,403865ab-0ddc-5cf4-b6c8-417182e8dd39,,5/2/2008
G;W,2,3,2,2,common,elf scout,64b3993c-b507-5a58-ba57-fdd31c6d4d14,persist,5/2/2008
G;W,3,9,3,4,uncommon,elf knight,af1acfb3-79c3-58ba-8780-59b769a36507,vigilance,5/2/2008
U,2,1,1,2,rare,bird,a2bcb6ae-f8df-5fa5-9126-2434a5f475a6,flying,12/2/2019
R,1,1,1,2,rare,human monk,7a9411b2-a6f4-5277-91e6-e4a5ad7e32e9,haste prowess,12/2/2019
W,2,1,3,1,common,fox,7d156a37-d258-58a7-ac64-81b61881d834,,4/8/2016
U,2,1,2,1,common,homunculus,e2e7c95e-b8ea-5327-b845-83ef5d6b0bb0,skulk,4/8/2016
U,3,1,2,1,common,spirit,057bdb71-2d77-551a-b99c-0d398ae23a42,flying prowess,4/8/2016
U,2,1,1,3,common,zombie,75fa307b-e86b-54d7-8388-71d1cb806d92,,4/8/2016
U,4,1,1,5,common,spirit,fd2e6413-6bc2-58d9-9a3d-c306633e3d40,flying,4/8/2016
U,5,1,3,3,common,spirit,eed09232-bf57-5aaf-bf92-a47f1d9a1318,flash flying,4/8/2016
B,3,1,1,3,common,spirit,597c3208-fbf8-5275-84f0-66818fc392fd,skulk lifelink,4/8/2016
B,2,1,1,1,common,zombie rat,7e9bccf5-1cc2-555a-9189-599539c54be4,skulk deathtouch,4/8/2016
B,3,1,3,2,common,vampire noble,54055ab6-a3c9-5fe0-921e-23434d13b510,,4/8/2016
R,4,1,5,2,common,devil,febef854-1bcd-5483-84ce-e9718535ccff,,4/8/2016
R,2,1,1,3,common,vampire wizard,adadc0de-46c5-5453-8ed9-fe8e30a8bad8,prowess,4/8/2016
G,5,1,4,5,common,wolf,e8f84e42-0eed-56ad-ae10-db91caea22ca,,4/8/2016
X,3,0,3,1,common,scarecrow artifact,08e0baa8-fe4a-5515-88dc-7040178a3300,,4/8/2016
W,2,1,1,1,common,human samurai,46a0bace-3832-5571-9798-ade7bfb9d66f,flying bushido1,6/3/2005
W,2,1,0,2,uncommon,human samurai,3a080cad-2080-59e4-b7bb-50a43bbd5a2d,bushido2,6/3/2005
W,5,1,3,3,common,spirit,dc4c4e8c-865b-5edc-ada4-a4ce5b430d44,vigilance soulshift4,6/3/2005
B,4,1,4,1,common,spirit,dfd47231-0365-5014-a91c-ca186bf55a6a,soulshift3,6/3/2005
R,6,1,4,3,common,human samurai,603fc9c4-2f3e-5bea-9b2d-1e48fabb36dd,bushido2,6/3/2005
G,6,2,6,4,common,spirit,cd2c7a36-876c-56d5-8e90-59ab90ee4c2c,soulshift5,6/3/2005
G,1,1,1,1,common,human druid,55b6b7c2-f908-524c-94b4-bfd4f2d65842,soulshift7,6/3/2005
W,3,1,1,5,common,elephant monk,d2109b0a-e870-5a15-b97a-1783eda6dd43,,10/1/2010
U,2,2,1,4,common,beast,3643ddbc-3573-50e8-bc20-d2174ff34b56,,10/1/2010
B,4,1,2,1,common,goblin zombie,735b8149-7073-528e-b369-cbcbbc880e54,haste infect,10/1/2010
B,3,1,2,2,common,zombie,29a41d54-e82c-5273-9f60-98ff3184e491,infect,10/1/2010
B,3,1,3,2,common,human warrior,3725872d-69e7-5fef-9808-86e5cd027704,,10/1/2010
B,2,1,1,1,common,insect horror,48ad23dd-06b8-587a-a97c-ae4f5234c20c,flying infect,10/1/2010
R,5,1,6,1,common,elemental,5c146a24-8f3f-5b0d-aa7c-d34c083c8497,,10/1/2010
G,6,2,6,5,common,dinosaur beast,ef685bf7-87d2-575f-83d2-04221aba8a2f,,10/1/2010
G,3,1,2,3,common,beast,2d89c1d9-f215-50f3-a6e7-7b68fa71760d,infect,10/1/2010
X,3,0,0,1,uncommon,myr artifact,a2bccb1c-13c0-58a3-8c25-88b0f9f34a9e,indestructible,10/1/2010
X,6,0,3,3,uncommon,golem artifact,f71969ff-63fe-54b3-a63a-d4181b4c5625,flash vigilance indestructible,10/1/2010
X,0,0,1,1,uncommon,construct artifact,80fbb371-969d-5f8d-89a6-8c10b1d7c9ec,,10/1/2010
X,7,0,6,4,common,construct artifact,00b156fc-649b-593e-b62d-ba0fe89e648e,,10/1/2010
W,2,1,1,1,common,bird,708332d1-35b0-53db-ab76-c23defb855a9,flying vigilance,3/2/1998
W,2,1,2,1,common,human knight,f5b894d4-cf06-513f-afdd-38711427b399,firststrike,3/2/1998
R,2,1,4,1,uncommon,wall,a489fb53-f732-586f-ba95-55dd5db7d51a,defender firststrike,3/2/1998
G,5,1,5,4,common,wurm,0cd1b205-e1ec-5291-98b6-0154bb7888b0,,3/2/1998
W,2,1,1,4,common,spirit soldier,d7e765d4-34b2-57fd-85f6-2f19a543f4ac,,4/23/2021
R,3,1,1,2,common,dwarf shaman,b8d2f2a7-b630-57ee-b159-c309966ced0a,doublestrike,4/23/2021
G,3,1,2,4,common,crocodile,0731017a-2eef-5795-afa6-69ef12b416b3,,4/23/2021
B;G,4,2,3,3,common,zombie crocodile,5a728304-6b93-5815-b65a-2599944ea227,trample lifelink,4/23/2021
G;U,2,2,1,1,common,drake,dd4a7b02-fe9b-5f8e-b912-14bad0d3540f,flying deathtouch,4/23/2021
R;W,5,2,4,4,common,beast,fb4cb89d-ac23-58b5-a4ca-4456514c34fe,vigilance menace,4/23/2021
W,1,1,1,1,common,human soldier,fe7c5acd-b9c7-5ea4-99d5-94d04c40fa53,banding,6/21/1994
W,2,1,1,1,common,pegasus,951851bc-2155-562c-ae1b-cb3a6b13d987,flying banding,6/21/1994
W,3,1,2,2,common,unicorn,1dd41713-bc62-5330-82dd-226b7444f857,,6/21/1994
W,1,1,2,1,rare,cat,9d716740-2789-5470-bdef-abe5cce12642,,6/21/1994
W,5,2,4,4,uncommon,angel,397bc29d-1e27-5488-8a4e-6218fec57122,flying vigilance,6/21/1994
W,4,1,3,5,uncommon,wall,23e33d79-549c-5d37-97e5-d33407cadf91,defender flying,6/21/1994
U,5,2,4,4,uncommon,elemental,1c88e1bd-8134-5b78-85e4-453d6e6af7a2,flying,6/21/1994
U,6,2,5,6,rare,djinn,6f12b359-4edb-5cfb-ba27-7caf7c82eec6,flying,6/21/1994
U,1,1,1,1,common,merfolk,1d75dffb-cbff-58b8-bcf2-d7cd841fd534,,6/21/1994
U,4,1,3,3,uncommon,illusion,bf6e1f6b-d04f-5408-b572-ea19547454c6,flying,6/21/1994
U,3,2,1,5,uncommon,wall,45a6bffd-dbbb-5711-b5a8-891515060e99,defender flying,6/21/1994
U,5,2,5,4,uncommon,elemental,30cdda5b-7575-5fff-bd5e-5182bfc11bb9,,6/21/1994
B,4,1,3,3,uncommon,wraith,9e6ae32d-0e8d-5563-bef0-b2b95c7c7145,swampwalk,6/21/1994
B,3,1,2,2,common,zombie,ca915cf8-8e00-52be-bd0d-ab122e0aa0e2,,6/21/1994
R,5,2,4,5,uncommon,elemental,92555d9c-8ac7-56d1-a91c-032ba0b7a51f,,6/21/1994
R,5,2,5,4,uncommon,elemental,8ad9499a-bb1e-5c80-ac00-e3efe1913d33,,6/21/1994
R,3,1,2,2,common,ogre,211067ed-2485-5d8c-9839-0658e8e8ec39,,6/21/1994
R,4,1,3,3,common,giant,aea2a727-4177-5f1e-afc8-48a7aa8de7ea,,6/21/1994
R,3,2,2,3,common,minotaur,1fdd749a-565b-5c89-a424-bdda8c2658a6,,6/21/1994
R,1,1,1,1,common,goblin,3a41d15c-4569-58d7-9c8a-41ce78ce8e91,,6/21/1994
R,4,1,3,3,rare,bird,1dc558d8-d33e-596b-a326-dbae63ee714a,flying,6/21/1994
R,3,2,0,8,uncommon,wall,79c337de-36ac-50a0-bc10-08310702effe,defender,6/21/1994
G,6,2,6,4,common,wurm,aaa3da9c-4b4c-5a7f-959f-325e0dfc1efb,,6/21/1994
G,2,1,2,1,rare,elf archer,3c63abdc-a9f9-5ab0-b212-6c98313021c4,firststrike,6/21/1994
G,4,1,2,4,common,spider,ebe23558-e871-53b9-b7e1-a0258b79f7e5,reach,6/21/1994
G,2,1,2,2,common,bear,c9843ac8-5b05-540f-ae82-363bc62476b5,,6/21/1994
G,5,1,3,5,common,treefolk,92dd7cf3-b3ad-5402-bdfc-28bf19622233,,6/21/1994
G,1,1,1,1,common,faerie,141c2976-6016-5821-ad1c-1b99e2bf999e,flying,6/21/1994
G,1,1,1,1,common,nymph dryad,f4d291cf-643c-5f59-85b5-c7e2ddfb69b5,forestwalk,6/21/1994
G,1,1,1,1,rare,wolf,a59cdb42-b84d-5d75-abcc-b20cfc03a508,banding,6/21/1994
G,3,1,0,7,uncommon,wall,088c0077-9184-5609-a5c2-4d1ea03ccb55,defender,6/21/1994
G,1,1,0,3,common,wall,f2f9a1f6-ddc0-5dd6-bf8a-328138cd21f9,defender,6/21/1994
G,4,1,3,3,common,elephant,06a92727-b1a1-5dfe-8fc4-1178a9546b1b,trample,6/21/1994
X,4,0,1,5,rare,spirit artifact,4c5fabbc-64b1-541f-9d62-90dab8fbbf30,flying,6/21/1994
X,6,0,4,6,uncommon,golem artifact,9813a335-65fd-55c4-8ed8-bf0325c519d7,,6/21/1994
X,0,0,0,2,uncommon,thopter artifact,bbe02f2e-a2b6-577c-81f4-226acf7eb8df,flying,6/21/1994
W,3,2,2,4,common,centaur scout,df22ce58-abba-5753-b17e-436a44e15f15,,1/24/2020
U,4,2,2,5,common,merfolk soldier,5ff31e60-202e-584e-979f-60fa475cc4b1,,1/24/2020
U,2,1,0,5,common,turtle,497e942d-68b6-5c1a-ac11-8c8ddb609843,flash defender,1/24/2020
U,3,1,2,2,common,bird,17250fe8-0786-502f-b42a-722a7599130f,flash flying,1/24/2020
B,4,2,4,3,common,minotaur,050f6696-dd09-586c-9013-fb90fe6d7c5f,,1/24/2020
R,5,2,7,3,common,cyclops,ea31f3c8-0f36-5344-8579-b7adc2638856,,1/24/2020
G,1,1,1,1,common,snake,10fbd30b-1b25-549d-8a32-836cb864e9fc,deathtouch,1/24/2020
G,6,3,6,7,common,giant,681b84bf-fd9a-55b9-86df-4602af85b096,,1/24/2020
W,5,2,3,5,common,giant,3d6386e0-77e8-502e-b296-69b55be2318f,,9/27/2013
W,2,1,2,2,common,human advisor,e2a8a4aa-69ab-506a-bef6-52358e4c303d,,9/27/2013
W,1,1,0,4,common,ox,1b0f59c4-d34d-586b-adea-3c29c5489a7d,,9/27/2013
U,6,1,4,5,common,giant,dd61a575-d3c8-57a9-8be0-2e9a8c73cb88,hexproof,9/27/2013
U,1,1,1,2,common,merfolk rogue,b3becf8c-b102-5cb6-b66a-fa3ae0e2f092,,9/27/2013
B,3,1,2,3,common,minotaur,d68d3674-ff55-5361-abe7-a90787f380b2,,9/27/2013
B,4,2,2,2,uncommon,harpy,b70ba267-ff83-5703-9eeb-aa599dec3b56,flying lifelink,9/27/2013
R,4,2,4,3,common,minotaur warrior,2186d924-373a-57f8-a044-a75bf8e120dc,,9/27/2013
R,2,1,2,1,common,satyr,a1145800-2955-575c-a703-fe19efca69f1,trample,9/27/2013
R,3,2,1,2,common,dog,937058ce-e120-5173-bf14-db82476e3722,doublestrike,9/27/2013
G,3,1,3,3,common,centaur warrior,14e19573-a095-5905-93c1-4c87e6f311a7,,9/27/2013
G,5,1,3,7,common,centaur warrior,2cae07b4-ce60-5723-bad8-0ae0aa1e353e,,9/27/2013
G,1,1,1,1,common,scorpion,1f895f10-9fc5-5508-9f20-2fbc2fdcff5a,deathtouch,9/27/2013
G,6,2,6,5,common,fox,a22cb634-7b50-5620-a084-1e484df85375,trample,9/27/2013
X,4,0,2,1,uncommon,bird artifact,591b95c2-e63d-56e1-89dd-67fa12b26c3f,flying firststrike,9/27/2013
X,2,0,2,1,common,sable artifact,1a6200fd-f88a-5b4d-816f-42e8796f43f0,,9/27/2013
X,3,0,0,6,common,golem artifact,d38d64fe-1d33-5e10-8cad-919626523e76,defender,9/27/2013
W,2,1,1,2,common,pegasus,64e9fdd5-50d9-58e7-90db-da4067c3e37d,flying,10/14/1997
W,1,1,1,1,common,soltari soldier,ed8b0bc5-9da3-503d-a5f9-bedadc07a2e0,shadow,10/14/1997
U,8,3,7,6,rare,serpent,60052f07-1cf8-51f2-a292-c38a8763ba52,islandwalk,10/14/1997
U,4,2,2,4,uncommon,drake,da13a986-6280-50bd-bd0c-417e29832679,flying,10/14/1997
U,3,1,1,4,common,turtle,45806b72-c2d4-56cb-8de9-ce6237a8c1e1,,10/14/1997
U,2,1,1,2,common,thalakos soldier,a2ef9ac3-b014-5bf7-941e-c6b7527f0990,shadow,10/14/1997
U,3,1,2,2,common,drake,f118c486-ba96-56b6-872c-0244b6bfcfb9,flying,10/14/1997
B,3,1,3,1,common,dauthi minion,999b3b4c-78d9-5911-aac8-6bb5f06e8b73,shadow,10/14/1997
R,2,1,2,1,common,cat,23519797-725b-5efa-bc84-93728e916fa6,mountainwalk,10/14/1997
R,4,1,4,1,common,elemental,a514ffe4-905c-574a-a215-c67b00424e22,haste,10/14/1997
R,4,2,4,3,common,giant,5c2c7c64-a26a-5125-97b2-1c0605894547,,10/14/1997
G,2,1,1,1,common,insect,d26a5d41-2993-5e5c-8c2d-5b98a95fabd7,flying swampwalk,10/14/1997
G,2,1,1,3,common,spider,c408493e-2580-530b-a72c-1403cc31f03b,reach,10/14/1997
G,4,2,3,4,uncommon,treefolk,a5468020-84b5-5402-a935-0789c07ba79c,forestwalk,10/14/1997
G,3,1,3,1,common,insect,6b051b86-2e0f-58ae-8a05-84ad783237d4,shroud,10/14/1997
G,7,2,6,6,common,wurm,3ae93f02-3ad8-519a-8476-6e4e3df1296d,trample,10/14/1997
G,3,2,3,3,common,elephant,2eb18c6c-bb66-55de-af52-66eb5fe2e6d4,,10/14/1997
U;W,3,2,2,2,uncommon,spirit,ee4d47a2-7678-5084-970e-25cf8b8e0fec,flying firststrike,10/14/1997
X,3,0,2,1,common,snake artifact,15ce30ba-e6e6-5a25-b4b1-bd5ffcac25a4,firststrike,10/14/1997
X,1,0,1,1,common,sliver artifact,4cc7c7c3-88d6-5ed9-b01a-a2195b0a651b,,10/14/1997
X,6,0,5,4,uncommon,golem artifact,8689b23b-5255-5305-9bf1-023006a497a2,,10/14/1997
W,7,1,5,5,rare,angel,fc1a0569-b60f-5552-9e70-4173a8ed2ed9,flying firststrike,2/4/2002
W,4,2,3,3,special,human knight,1ade81aa-b354-5f28-b241-cbccc84bb8c9,trample,10/6/2006
W,2,1,1,2,special,human soldier,70563825-8a2d-51a9-96b1-606400e4c1b0,,10/6/2006
U,1,1,1,1,special,human,d294a19d-8858-5f0b-8843-1b6e33fe4abf,flying,10/6/2006
R,3,1,2,2,special,human knight,42f00ac9-22bc-5a61-b5e0-3bd4a1f1a90c,haste flanking,10/6/2006
G,7,4,6,4,special,giant,16afa9d0-9796-5e35-a52e-e63d05d3b300,trample rampage2,10/6/2006
G;W,5,2,4,5,special,human legendary,ca52a113-52f3-5fda-8b18-c6043d6d44c1,,10/6/2006
R;U;W,4,3,3,4,special,angel,735d8607-3489-5f4c-ba8b-a8f7a1fd5523,flying vigilance haste,10/6/2006
W,2,1,2,2,common,human knight,f77a31eb-1f7b-53e5-9aa2-0d0ccc9cca76,flanking,10/6/2006
G,2,1,2,2,common,bear,12017277-3f36-5caf-90a0-d880d7b28f6e,flash,10/6/2006
G,7,1,5,6,common,wurm,836e2440-49f3-58ea-b7cd-aa4476131a82,flash trample,10/6/2006
X,5,0,3,3,common,sliver artifact,a620801e-351b-5c40-b20e-7de376c31c6f,,10/6/2006
W,2,1,2,2,common,human knight,427fd944-0c9e-5136-ae7e-068aaf945ef5,flanking,3/19/2021
W,2,1,3,1,common,cat rebel,6dfcdb99-cb24-5d0f-831b-1b23ff9be5ac,,3/19/2021
W,4,2,5,5,uncommon,beast,3dbe0551-fa87-5302-ab22-20dc5da4da5d,shroud vanishing4,3/19/2021
B,5,2,5,3,common,zombie warrior,b734f3af-ff7a-5974-8ef4-71755ae4720a,,3/19/2021
B,8,2,5,5,rare,demon,c5cf1702-6839-5a5a-ba79-25b942deacea,flying delve,3/19/2021
R,4,1,4,2,common,spider,814c5745-ffeb-57e1-b461-7e274e0da1c2,reach,3/19/2021
G,2,1,2,1,common,elf archer,8e939602-34ed-503c-b72e-fe2419500503,reach deathtouch,3/19/2021
B,7,1,5,5,special,zombie fish,72082e26-62b0-5526-9871-b79e88a0f292,delve,3/19/2021
R,1,1,1,2,special,human monk,4b6ca226-a25c-57ec-80d9-6ad33a58cfd0,haste prowess,3/19/2021
G;R,4,2,3,2,special,elf berserker,2d4acc41-7e5a-5426-8ea3-b7e9fdfbbf09,haste cascade,3/19/2021
W,4,1,1,5,common,angel,4ae811a8-f0b3-58f6-afc6-3f784a9e1787,flying,6/7/1999
B,2,1,1,1,common,horror,c83b5d41-049f-572f-ab88-a2d9b41f7c5f,fear,6/7/1999
R,4,1,2,2,uncommon,goblin berserker,39ae221e-1f7d-546b-b707-6102127768f9,firststrike haste,6/7/1999
R,3,1,2,2,common,goat beast,ecb639d4-91da-59f4-aecd-25fcd9d1ed6d,haste,6/7/1999
G,1,1,1,1,common,elf,447a015b-83af-5a07-8f31-987ec120093b,shroud,6/7/1999
G,3,1,3,1,common,insect,c95b74de-0fdf-538a-9222-80f02c2c2371,trample,6/7/1999
G,5,1,4,4,common,spider,bf74c9e7-f4fd-5a64-8ef4-293cd5c87eff,reach,6/7/1999
B,4,1,4,2,common,insect,b3a97028-9440-5168-be51-86d38f643a6b,,2/15/1999
B,1,1,1,1,common,insect,0fae8f58-756b-5556-bbcf-37aaf3ad0ee8,swampwalk,2/15/1999
G,6,2,6,4,common,wurm,fc701eaa-6d6a-51df-b71e-7e86c9617b19,trample,2/15/1999
W,5,2,2,2,common,human soldier,6c6d960b-a8ef-559d-9925-eef50579ed00,flying doublestrike,12/7/2018
U,6,2,5,6,uncommon,djinn,45b505dd-9fb7-57f7-85b8-52b1045282e7,flying,12/7/2018
U,5,1,4,2,common,djinn monk,b02f4068-2594-51fd-8ebc-478a0c2e02d4,hexproof prowess,12/7/2018
B,7,1,5,5,common,zombie fish,f02de313-bbbb-59c1-b96e-e0a42e207109,delve,12/7/2018
R,3,2,3,3,uncommon,gremlin,5cde3046-67c3-53ab-bc45-1fec206a4484,haste,12/7/2018
G,6,1,4,4,common,ape,ae47d0f1-0d81-50bf-8448-2ab82430d448,delve trample,12/7/2018
U;W,3,9,4,4,uncommon,elemental,0ad5ef2c-b933-56ae-ba7c-1f494ec05220,flash defender flying,12/7/2018
B;R,2,6,2,1,common,human berserker,de704d4e-47d2-5745-9b0c-b96e62d5fa9c,haste,12/7/2018
G;W,2,3,2,2,common,elf scout,4c5ef25c-53de-5f05-9325-090222a2de27,persist,12/7/2018
G;R,5,3,5,2,common,goblin warrior,44d0bbe2-c409-5a4f-a1c2-b950b1cf6b43,trample persist,12/7/2018
G;U,1,3,1,1,uncommon,beast,8dd6574f-3031-57f1-bdaf-c69fda823c17,hexproof,12/7/2018
B,3,1,2,2,common,zombie,6c4d593d-4219-5f3d-952f-98547a642597,swampwalk,10/12/1998
W,1,1,1,1,common,human soldier,d4f555c4-ce8e-5d06-b4f5-fe3a378156d6,firststrike,10/12/1998
U,2,1,2,1,common,merfolk,0d601243-32e1-5b91-8b07-2df5d8397aff,,10/12/1998
W,3,1,2,1,common,pegasus,fa3130bb-eadb-57da-a3cb-b9687f610545,flying firststrike,10/12/1998
U,6,2,3,4,rare,illusion,b155724c-b46f-59f8-9f78-95a11ad69d49,flying shroud,10/12/1998
B,3,1,2,2,common,zombie,97e2036e-7243-5fb1-bd2b-bda4447fd86f,swampwalk,10/12/1998
